pdb,phi site,psi site,phi,psi
3a0b.pdb,c DGD 6057 C2E C1E O5D C6,c DGD 6057 C1E O5D C6D C5,223.775,204.659
8h2u.pdb,B DGD 848 C2E C1E O5D C6D,B DGD 848 C1E O5D C6D C5D,192.911,223.562
8h2u.pdb,5 DGD 319 C2E C1E O5D C6D,5 DGD 319 C1E O5D C6D C5D,195.225,140.457
5tis.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,199.934,210.413
5tis.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,199.884,201.014
5tis.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,202.909,172.801
5tis.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,231.555,272.97360000000003
5tis.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,231.23,273.47950000000003
5tis.pdb,c DGD 516 C2E C1E O5D C6D,c DGD 516 C1E O5D C6D C5D,216.47,121.313
5tis.pdb,h DGD 102 C2E C1E O5D C6D,h DGD 102 C1E O5D C6D C5D,192.996,157.092
5tis.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,215.043,122.088
7cji.pdb,c DGD 518 C2E C1E O5D C6D,c DGD 518 C1E O5D C6D C5D,224.137,274.8401
7cji.pdb,c DGD 519 C2E C1E O5D C6D,c DGD 519 C1E O5D C6D C5D,187.278,213.703
7cji.pdb,h DGD 103 C2E C1E O5D C6D,h DGD 103 C1E O5D C6D C5D,193.56,162.312
7cji.pdb,C DGD 518 C2E C1E O5D C6D,C DGD 518 C1E O5D C6D C5D,232.988,262.5158
7cji.pdb,H DGD 102 C2E C1E O5D C6D,H DGD 102 C1E O5D C6D C5D,195.952,163.681
7cji.pdb,C DGD 519 C2E C1E O5D C6D,C DGD 519 C1E O5D C6D C5D,190.808,207.499
7cji.pdb,C DGD 517 C2E C1E O5D C6D,C DGD 517 C1E O5D C6D C5D,213.526,130.866
7cji.pdb,c DGD 517 C2E C1E O5D C6D,c DGD 517 C1E O5D C6D C5D,223.242,125.461
